# Subaru Telescope Primary Mirror In-Situ Measured Reflectivity
# Coated with Aluminum on 2017-10-20
# Opened the vacuum chamber on 2017-11-21
# Measured with Subaru Portable Spectrophotometer (SPS) on 2019-02-08 (476 days after, post CO2 cleaning)
# Measured three times at around the position 3
# Data between 950 nm and 1650 nm are also available (SPS-XWW).
# Contact: Hirofumi Okita (okita14@naoj.org)
#
# Wavelength (nm)	Pos.3 #1	Pos.3 #2	Pos.3 #3
1000	91.04	89.87	91.85
998	90.12	90.65	90.96
996	89.88	90.49	90.38
994	90.64	89.70	90.54
992	91.16	90.06	90.37
990	90.03	91.01	89.66
988	90.70	90.15	90.63
986	90.62	90.34	90.24
984	90.61	90.30	89.75
982	90.15	89.93	90.34
980	90.50	89.89	89.81
978	90.66	88.77	90.21
976	90.41	89.61	90.93
974	90.75	89.70	89.27
972	89.73	90.08	89.66
970	89.88	89.96	89.94
968	89.78	90.33	89.93
966	90.23	89.63	89.84
964	89.48	89.46	89.40
962	90.27	89.79	89.79
960	89.85	89.07	89.40
958	89.56	89.23	89.58
956	89.88	89.49	89.57
954	90.03	89.83	89.17
952	90.10	89.39	88.96
950	89.63	89.61	89.49
948	89.38	89.49	89.76
946	89.98	88.84	89.07
944	88.96	88.79	88.73
942	89.02	88.78	89.12
940	89.18	88.94	88.08
938	88.38	89.04	88.63
936	88.85	88.91	88.47
934	88.43	88.68	88.19
932	88.69	88.15	88.36
930	88.16	87.86	88.52
928	88.65	88.46	88.14
926	88.27	88.12	88.15
924	87.78	87.68	88.01
922	88.50	87.61	87.94
920	88.07	87.58	87.19
918	87.89	87.34	87.30
916	87.90	87.09	87.22
914	87.93	87.26	87.41
912	87.72	87.42	87.65
910	87.57	87.04	86.92
908	87.41	87.03	87.21
906	87.42	86.83	86.48
904	86.82	86.65	86.90
902	87.43	86.43	86.62
900	86.89	86.49	86.68
898	86.78	86.23	86.39
896	86.59	86.26	86.08
894	86.10	85.98	85.78
892	85.84	85.92	85.88
890	85.87	85.52	85.76
888	85.80	85.92	85.24
886	85.98	85.56	85.76
884	85.58	85.07	85.39
882	85.47	84.90	84.71
880	85.12	85.21	84.84
878	85.12	84.95	84.63
876	85.18	84.40	84.16
874	84.56	84.86	84.64
872	84.48	84.41	84.32
870	84.76	84.25	84.04
868	84.45	83.99	84.08
866	84.09	83.61	83.93
864	83.98	84.16	83.93
862	83.84	83.90	83.97
860	83.52	83.33	83.71
858	83.84	83.32	83.64
856	83.59	83.22	83.70
854	83.31	83.10	83.35
852	83.49	83.13	82.59
850	83.08	82.87	82.97
848	82.82	82.74	82.93
846	83.15	82.57	82.48
844	83.03	82.78	82.48
842	82.62	82.66	82.43
840	82.55	82.68	82.25
838	82.21	82.36	82.54
836	82.87	82.41	82.41
834	82.74	82.05	82.41
832	82.30	82.35	82.05
830	82.43	82.38	82.30
828	82.71	82.08	82.15
826	82.34	82.40	82.25
824	82.27	82.15	82.19
822	82.58	82.09	82.46
820	82.23	82.18	82.32
818	82.29	82.56	82.21
816	82.39	82.29	81.87
814	82.53	82.11	82.08
812	82.27	82.05	82.40
810	82.61	82.24	82.51
808	82.74	82.20	82.39
806	82.84	82.32	82.44
804	82.78	82.71	82.33
802	82.33	82.47	82.32
800	82.93	82.52	82.21
798	82.93	82.41	82.45
796	82.77	82.79	82.80
794	82.99	83.05	82.95
792	82.91	82.97	82.95
790	82.90	82.85	83.05
788	82.74	82.88	82.86
786	83.23	83.02	82.58
784	83.29	83.19	83.05
782	83.41	83.18	82.89
780	83.43	83.24	82.81
778	83.26	83.18	83.13
776	83.56	83.27	83.38
774	83.63	83.26	83.40
772	83.70	83.43	83.25
770	83.55	83.38	83.60
768	83.84	83.50	83.90
766	83.80	83.65	83.45
764	83.97	83.83	83.55
762	83.91	83.91	83.68
760	84.00	83.85	83.85
758	84.08	83.73	83.77
756	84.11	83.96	84.00
754	84.20	84.01	84.02
752	84.33	84.05	84.18
750	84.34	83.96	84.08
748	84.28	84.31	84.03
746	84.43	84.39	84.07
744	84.67	84.27	84.61
742	84.43	84.35	84.36
740	84.44	84.43	84.52
738	84.93	84.47	84.45
736	84.58	84.43	84.44
734	84.70	84.68	84.50
732	84.75	84.59	84.50
730	84.96	84.79	84.81
728	84.81	84.83	84.50
726	85.12	84.71	84.42
724	84.73	84.86	84.79
722	85.01	84.79	84.64
720	85.08	84.78	84.79
718	85.10	85.17	84.77
716	85.19	85.02	85.01
714	84.86	85.07	84.96
712	85.40	84.74	85.14
710	85.15	85.06	85.00
708	85.39	84.93	85.18
706	85.31	85.12	85.11
704	85.46	85.22	85.08
702	85.29	85.20	85.07
700	85.21	85.01	84.99
698	85.52	85.44	85.32
696	85.22	85.36	85.16
694	85.61	85.23	85.06
692	85.62	85.44	85.39
690	85.51	85.56	85.38
688	85.43	85.40	85.22
686	85.43	85.27	85.54
684	85.49	85.43	85.34
682	85.65	85.54	85.29
680	85.72	85.48	85.50
678	85.54	85.26	85.45
676	85.48	85.68	85.39
674	85.79	85.63	85.44
672	85.72	85.66	85.54
670	85.63	85.43	85.52
668	85.62	85.72	85.46
666	85.94	85.52	85.59
664	85.93	85.77	85.56
662	85.86	85.65	85.58
660	85.96	85.59	85.51
658	85.96	85.90	85.65
656	86.01	85.85	85.76
654	85.75	85.85	85.57
652	85.99	85.89	85.64
650	86.02	85.94	85.75
648	86.05	85.90	85.57
646	85.93	85.94	85.79
644	85.92	85.71	85.67
642	86.02	86.09	85.76
640	86.14	85.86	85.91
638	86.25	85.99	85.91
636	86.23	85.98	85.54
634	86.17	85.96	85.91
632	86.20	86.00	86.00
630	86.18	85.91	85.82
628	86.15	86.06	85.90
626	86.29	85.97	85.82
624	86.30	86.23	85.96
622	86.36	85.91	85.90
620	86.37	86.07	85.87
618	86.27	86.00	85.79
616	86.19	86.13	85.86
614	86.19	86.03	85.94
612	86.30	86.17	86.04
610	86.10	86.12	85.97
608	86.34	86.17	85.99
606	86.39	85.95	86.13
604	86.42	86.07	86.12
602	86.17	86.06	86.10
600	86.29	86.23	85.98
598	86.44	86.11	86.08
596	86.19	86.30	85.88
594	86.28	85.90	86.11
592	86.22	86.18	86.32
590	86.42	86.15	86.13
588	86.44	86.33	85.92
586	86.37	86.25	86.13
584	86.41	86.24	86.16
582	86.24	86.28	85.85
580	86.31	86.28	85.99
578	86.34	86.31	86.12
576	86.45	86.10	86.24
574	86.30	86.06	86.15
572	86.36	86.34	86.11
570	86.28	86.03	86.10
568	86.24	86.30	86.05
566	86.49	86.04	86.00
564	86.19	86.10	86.05
562	86.38	86.24	86.24
560	86.32	86.35	86.03
558	86.33	86.31	86.07
556	86.21	86.14	86.07
554	86.47	86.36	86.18
552	86.13	86.29	86.05
550	86.42	86.34	86.11
548	86.45	86.17	86.07
546	86.28	86.14	85.82
544	86.28	86.16	86.15
542	86.32	86.05	86.10
540	86.22	86.18	86.05
538	86.34	86.36	86.18
536	86.48	86.19	86.19
534	86.22	86.25	86.26
532	86.17	86.20	86.25
530	86.41	86.30	86.03
528	86.24	86.00	86.16
526	86.23	86.10	86.10
524	86.37	86.29	86.24
522	86.18	86.17	86.07
520	86.22	86.23	86.02
518	86.39	86.17	86.12
516	86.37	86.24	86.16
514	86.26	86.23	85.99
512	86.25	85.97	86.10
510	86.22	86.13	85.86
508	86.15	85.97	85.87
506	86.22	86.04	85.63
504	86.46	86.16	85.84
502	86.37	86.12	85.87
500	86.18	86.33	85.96
498	86.29	86.03	85.87
496	86.18	86.26	85.99
494	86.23	86.03	85.84
492	86.22	86.16	85.83
490	86.27	85.98	85.97
488	86.14	85.98	85.92
486	86.26	85.99	85.89
484	86.21	86.23	85.76
482	86.06	86.00	85.90
480	86.18	86.07	85.71
478	86.04	86.23	85.90
476	86.00	85.81	85.84
474	86.19	86.33	85.91
472	86.02	86.06	85.93
470	86.34	85.91	85.93
468	86.42	85.90	85.71
466	86.23	85.76	85.72
464	86.11	86.14	85.75
462	86.03	86.13	86.09
460	85.82	85.88	85.70
458	85.74	85.63	85.78
456	86.19	85.90	85.72
454	85.76	85.73	85.56
452	86.44	85.86	85.58
450	85.89	85.70	85.67
448	85.97	85.80	85.79
446	85.89	86.00	86.06
444	86.09	86.05	85.53
442	85.91	85.58	85.61
440	85.89	85.70	85.56
438	85.98	85.75	85.62
436	85.78	85.64	85.49
434	85.75	85.92	85.88
432	85.76	85.87	85.74
430	86.03	86.25	85.79
428	86.02	85.71	85.40
426	85.81	85.77	85.56
424	86.08	85.44	85.76
422	85.76	85.74	85.51
420	85.77	85.65	85.56
418	85.76	85.72	85.58
416	85.52	86.02	85.40
414	85.69	85.52	85.62
412	85.63	85.35	85.30
410	85.84	85.58	85.08
408	86.18	85.54	85.19
406	85.93	85.80	85.15
404	85.63	85.54	85.21
402	86.15	84.94	85.34
400	85.90	85.44	85.37
398	85.09	85.46	85.04
396	85.44	85.45	84.99
394	85.14	85.88	85.42
392	85.28	85.09	85.26
390	85.77	85.71	85.26
388	85.68	85.71	85.28
386	86.02	85.57	84.90
384	85.31	86.50	85.10
382	86.02	85.68	85.07
380	85.40	84.35	85.40
			
			
1650	95.55	95.34	95.24
1640	95.56	95.35	95.25
1630	95.56	95.34	95.24
1620	95.57	95.34	95.25
1610	95.56	95.34	95.24
1600	95.55	95.33	95.24
1590	95.55	95.32	95.23
1580	95.52	95.31	95.22
1570	95.52	95.29	95.20
1560	95.50	95.28	95.19
1550	95.49	95.27	95.17
1540	95.47	95.24	95.15
1530	95.44	95.22	95.13
1520	95.42	95.21	95.12
1510	95.41	95.18	95.09
1500	95.38	95.15	95.08
1490	95.36	95.14	95.05
1480	95.33	95.10	95.03
1470	95.31	95.09	95.01
1460	95.28	95.06	94.98
1450	95.25	95.03	94.95
1440	95.22	95.00	94.92
1430	95.19	94.98	94.89
1420	95.16	94.95	94.86
1410	95.14	94.92	94.84
1400	95.11	94.89	94.81
1390	95.07	94.86	94.78
1380	95.04	94.82	94.74
1370	94.98	94.76	94.68
1360	94.94	94.72	94.64
1350	94.91	94.68	94.60
1340	94.87	94.64	94.56
1330	94.83	94.60	94.52
1320	94.79	94.57	94.48
1310	94.75	94.53	94.44
1300	94.71	94.49	94.40
1290	94.67	94.45	94.36
1280	94.62	94.40	94.32
1270	94.58	94.36	94.26
1260	94.53	94.31	94.22
1250	94.48	94.26	94.18
1240	94.42	94.21	94.12
1230	94.37	94.15	94.06
1220	94.32	94.09	94.01
1210	94.25	94.04	93.95
1200	94.19	93.97	93.88
1190	94.11	93.90	93.81
1180	94.04	93.83	93.73
1170	93.97	93.76	93.66
1160	93.90	93.68	93.59
1150	93.82	93.61	93.51
1140	93.73	93.52	93.42
1130	93.63	93.42	93.33
1120	93.54	93.32	93.23
1110	93.43	93.22	93.13
1100	93.30	93.10	93.01
1090	93.19	92.97	92.89
1080	93.05	92.83	92.76
1070	92.91	92.69	92.61
1060	92.75	92.55	92.46
1050	92.58	92.37	92.29
1040	92.41	92.19	92.11
1030	92.21	91.99	91.92
1020	91.98	91.77	91.69
1010	91.75	91.55	91.47
1000	91.50	91.29	91.22
990	91.21	91.01	90.94
980	90.90	90.67	90.62
970	90.54	90.35	90.27
960	90.16	89.97	89.90
950	89.74	89.54	89.48
