# Subaru Telescope Primary Mirror In-Situ Measured Reflectivity
# Coated with Aluminum on 2017-10-20
# Opened the vacuum chamber on 2017-11-21
# Measured with Subaru Portable Spectrophotometer (SPS) on 2019-04-26 (533 days after, post CO2 cleaning)
# Measured three times at around the position 3
# Data between 950 nm and 1650 nm are also available (SPS-XWW).
# Contact: Hirofumi Okita (okita14@naoj.org)
#
# Wavelength (nm)	Pos.3 #1	Pos.3 #2	Pos.3 #3
1000 	89.34 	90.08 	91.13 
998 	89.87 	89.55 	89.85 
996 	89.65 	90.02 	90.01 
994 	90.48 	90.23 	89.89 
992 	89.69 	89.41 	90.74 
990 	89.85 	89.51 	90.22 
988 	89.40 	89.49 	88.87 
986 	89.71 	89.65 	89.85 
984 	89.27 	89.72 	89.79 
982 	89.69 	89.61 	89.05 
980 	89.42 	88.94 	89.93 
978 	89.42 	89.10 	89.50 
976 	89.75 	89.37 	89.16 
974 	89.47 	88.91 	88.61 
972 	89.56 	89.02 	89.05 
970 	89.49 	89.23 	89.03 
968 	90.01 	89.41 	89.50 
966 	89.25 	88.92 	89.55 
964 	89.41 	89.42 	89.49 
962 	89.45 	88.62 	89.58 
960 	89.99 	88.84 	89.05 
958 	89.45 	88.36 	89.74 
956 	88.94 	89.12 	88.43 
954 	88.82 	88.65 	89.05 
952 	89.33 	88.76 	88.55 
950 	88.76 	89.12 	88.74 
948 	88.03 	88.33 	88.70 
946 	88.53 	88.66 	88.60 
944 	88.26 	88.46 	88.67 
942 	88.80 	88.15 	88.30 
940 	88.13 	88.20 	88.49 
938 	88.06 	87.98 	88.15 
936 	87.64 	87.65 	87.94 
934 	87.59 	87.85 	87.70 
932 	87.67 	87.26 	87.62 
930 	87.54 	87.75 	87.58 
928 	87.38 	87.53 	87.40 
926 	87.45 	87.87 	87.23 
924 	87.79 	86.80 	87.41 
922 	87.14 	87.31 	87.50 
920 	87.18 	86.95 	87.20 
918 	87.20 	86.86 	87.17 
916 	86.93 	86.85 	86.63 
914 	86.96 	86.97 	86.95 
912 	86.77 	86.58 	86.75 
910 	86.90 	86.31 	85.96 
908 	86.48 	86.50 	86.18 
906 	86.20 	86.24 	85.91 
904 	86.16 	85.98 	86.16 
902 	86.22 	86.21 	85.95 
900 	85.94 	85.89 	86.04 
898 	85.96 	85.10 	85.62 
896 	85.51 	85.24 	85.21 
894 	85.73 	85.44 	85.34 
892 	85.35 	85.01 	85.12 
890 	85.10 	85.19 	84.98 
888 	85.01 	85.08 	85.20 
886 	85.16 	84.82 	85.13 
884 	84.70 	84.77 	84.50 
882 	84.43 	84.34 	84.26 
880 	84.63 	84.36 	84.20 
878 	84.70 	83.96 	84.34 
876 	84.30 	84.33 	83.96 
874 	83.99 	83.90 	84.01 
872 	83.87 	83.70 	83.95 
870 	83.76 	84.09 	83.71 
868 	83.61 	83.95 	83.53 
866 	83.83 	83.12 	83.35 
864 	83.41 	82.96 	83.18 
862 	83.04 	83.04 	82.92 
860 	83.05 	82.83 	82.82 
858 	82.98 	82.70 	82.77 
856 	83.10 	82.51 	82.51 
854 	82.69 	82.60 	82.97 
852 	82.68 	82.64 	82.46 
850 	82.37 	82.08 	82.28 
848 	82.46 	82.23 	81.95 
846 	82.21 	81.92 	81.73 
844 	82.26 	82.09 	81.76 
842 	81.97 	81.60 	81.99 
840 	81.99 	81.70 	81.84 
838 	82.04 	81.67 	81.70 
836 	81.92 	81.68 	81.81 
834 	81.94 	81.59 	81.49 
832 	81.94 	81.49 	81.58 
830 	81.79 	81.47 	81.65 
828 	82.04 	81.72 	81.51 
826 	81.83 	81.49 	81.66 
824 	81.60 	81.12 	81.65 
822 	81.71 	81.72 	81.40 
820 	81.59 	81.51 	81.69 
818 	81.52 	81.35 	81.52 
816 	81.49 	81.23 	81.51 
814 	81.87 	81.53 	81.20 
812 	81.79 	81.44 	81.54 
810 	81.84 	81.64 	81.45 
808 	81.52 	81.58 	81.87 
806 	81.66 	81.79 	81.58 
804 	81.83 	81.77 	81.96 
802 	81.70 	81.66 	81.83 
800 	81.96 	81.64 	81.82 
798 	82.03 	81.71 	81.70 
796 	82.15 	81.85 	82.08 
794 	82.32 	81.80 	82.17 
792 	82.42 	81.79 	81.99 
790 	82.38 	81.79 	82.12 
788 	82.19 	82.07 	82.04 
786 	82.32 	82.06 	82.54 
784 	82.54 	82.23 	82.10 
782 	82.49 	82.24 	82.36 
780 	82.75 	82.26 	82.47 
778 	82.72 	82.62 	82.74 
776 	82.70 	82.78 	82.45 
774 	82.81 	82.56 	82.73 
772 	83.15 	82.61 	82.58 
770 	82.67 	82.96 	82.66 
768 	82.98 	82.89 	82.83 
766 	82.87 	83.17 	82.84 
764 	83.03 	82.98 	82.90 
762 	83.04 	83.12 	83.36 
760 	83.24 	82.97 	83.02 
758 	83.55 	82.94 	83.43 
756 	83.53 	83.49 	83.36 
754 	83.30 	83.17 	83.24 
752 	83.34 	83.11 	83.34 
750 	83.59 	83.39 	83.54 
748 	83.49 	83.54 	83.72 
746 	83.69 	83.54 	83.63 
744 	83.66 	83.59 	83.75 
742 	83.90 	83.34 	83.78 
740 	83.76 	83.46 	83.75 
738 	83.91 	83.70 	83.74 
736 	83.80 	83.62 	84.04 
734 	83.96 	83.79 	83.95 
732 	84.05 	83.81 	83.82 
730 	83.85 	83.71 	83.80 
728 	84.00 	84.01 	83.89 
726 	84.10 	83.86 	83.87 
724 	84.03 	84.23 	83.92 
722 	84.38 	84.17 	84.26 
720 	84.31 	84.24 	84.23 
718 	84.03 	84.12 	84.39 
716 	84.29 	84.14 	84.24 
714 	84.47 	84.28 	84.30 
712 	84.15 	84.41 	84.20 
710 	84.34 	84.17 	84.38 
708 	84.35 	84.33 	84.41 
706 	84.40 	84.51 	84.29 
704 	84.52 	84.52 	84.63 
702 	84.89 	84.54 	84.61 
700 	84.84 	84.39 	84.57 
698 	84.67 	84.33 	84.71 
696 	84.59 	84.61 	84.62 
694 	84.81 	84.28 	84.79 
692 	84.46 	84.55 	84.61 
690 	84.72 	84.51 	84.72 
688 	84.67 	84.73 	84.55 
686 	84.87 	84.51 	84.78 
684 	84.79 	84.57 	84.74 
682 	84.80 	84.57 	84.82 
680 	84.91 	84.83 	84.89 
678 	84.81 	84.58 	84.96 
676 	84.92 	84.80 	84.75 
674 	84.84 	84.91 	84.80 
672 	85.11 	84.79 	84.88 
670 	85.02 	84.87 	84.89 
668 	84.93 	84.74 	84.82 
666 	84.95 	84.88 	84.93 
664 	84.98 	84.86 	85.07 
662 	85.07 	84.87 	84.88 
660 	85.08 	85.02 	84.86 
658 	85.35 	84.82 	85.04 
656 	85.17 	85.06 	84.82 
654 	85.09 	84.91 	85.11 
652 	85.24 	84.96 	85.04 
650 	85.09 	85.17 	85.12 
648 	84.95 	85.06 	85.17 
646 	85.10 	85.09 	85.08 
644 	85.06 	85.08 	85.12 
642 	85.03 	85.03 	84.99 
640 	85.04 	85.07 	85.24 
638 	85.05 	85.08 	85.18 
636 	85.13 	85.05 	85.19 
634 	85.04 	85.09 	85.19 
632 	85.09 	85.13 	85.01 
630 	85.24 	85.04 	85.37 
628 	85.21 	85.44 	85.17 
626 	85.04 	85.15 	85.10 
624 	85.08 	85.32 	85.09 
622 	85.11 	85.13 	85.33 
620 	85.18 	85.19 	85.26 
618 	85.37 	85.16 	85.36 
616 	85.36 	85.38 	85.41 
614 	85.24 	85.09 	85.31 
612 	85.27 	85.04 	85.25 
610 	85.30 	85.24 	85.15 
608 	85.24 	85.38 	85.19 
606 	85.33 	85.12 	85.36 
604 	85.23 	85.13 	85.18 
602 	85.42 	85.35 	85.47 
600 	85.24 	85.08 	85.21 
598 	85.29 	85.04 	85.16 
596 	85.13 	85.21 	85.33 
594 	85.02 	85.13 	85.36 
592 	85.21 	85.11 	85.40 
590 	85.23 	85.33 	85.44 
588 	85.03 	85.27 	85.40 
586 	85.27 	85.13 	85.15 
584 	85.33 	85.12 	85.37 
582 	85.26 	85.21 	85.48 
580 	85.21 	85.36 	85.26 
578 	85.16 	85.28 	85.30 
576 	85.15 	85.21 	85.46 
574 	85.17 	85.21 	85.19 
572 	85.30 	85.13 	85.34 
570 	85.20 	85.38 	85.28 
568 	85.04 	85.27 	85.36 
566 	85.19 	85.02 	85.40 
564 	85.17 	85.25 	85.27 
562 	85.26 	85.19 	85.28 
560 	85.25 	85.35 	85.17 
558 	85.21 	85.06 	85.35 
556 	85.23 	84.96 	85.19 
554 	85.05 	85.16 	85.36 
552 	85.22 	85.07 	85.19 
550 	85.16 	85.20 	85.23 
548 	84.97 	85.13 	85.33 
546 	84.98 	85.06 	85.26 
544 	85.23 	85.04 	85.29 
542 	85.22 	85.18 	85.09 
540 	85.05 	85.16 	85.35 
538 	85.24 	85.05 	85.05 
536 	85.11 	85.01 	85.23 
534 	85.08 	85.18 	85.23 
532 	85.17 	85.16 	85.25 
530 	84.82 	85.00 	85.14 
528 	84.84 	84.91 	85.08 
526 	84.94 	84.98 	85.07 
524 	84.91 	84.94 	85.19 
522 	84.77 	84.82 	85.12 
520 	84.68 	84.91 	84.89 
518 	84.93 	84.93 	84.90 
516 	85.13 	85.01 	85.11 
514 	84.79 	84.85 	85.06 
512 	84.97 	84.97 	84.93 
510 	84.88 	84.90 	85.01 
508 	84.60 	85.04 	84.71 
506 	84.74 	84.93 	85.00 
504 	84.70 	84.64 	84.96 
502 	84.83 	84.78 	84.88 
500 	84.68 	84.91 	85.00 
498 	84.69 	84.77 	84.81 
496 	84.51 	84.88 	84.87 
494 	84.66 	84.90 	84.92 
492 	84.69 	84.88 	84.80 
490 	84.85 	84.67 	84.95 
488 	84.73 	84.79 	84.92 
486 	84.67 	84.68 	84.83 
484 	84.62 	84.68 	84.88 
482 	84.68 	84.73 	84.62 
480 	84.47 	84.86 	84.89 
478 	84.45 	84.54 	84.77 
476 	84.36 	84.69 	84.89 
474 	84.41 	84.61 	84.92 
472 	84.26 	84.48 	84.76 
470 	84.43 	84.48 	84.74 
468 	84.30 	84.67 	84.71 
466 	84.27 	84.67 	84.80 
464 	84.13 	84.55 	84.77 
462 	84.41 	84.23 	84.60 
460 	84.42 	84.63 	84.59 
458 	83.99 	84.43 	84.36 
456 	84.43 	84.35 	84.68 
454 	84.16 	84.37 	84.30 
452 	84.03 	84.65 	84.59 
450 	84.14 	84.47 	84.56 
448 	84.00 	84.46 	84.45 
446 	83.69 	84.34 	84.79 
444 	84.04 	84.24 	84.30 
442 	83.86 	84.35 	84.40 
440 	84.07 	84.41 	84.36 
438 	83.56 	84.17 	84.19 
436 	83.33 	83.64 	83.75 
434 	83.65 	84.20 	84.50 
432 	84.01 	84.11 	84.29 
430 	83.63 	84.17 	83.98 
428 	83.71 	84.10 	84.47 
426 	83.27 	83.81 	84.28 
424 	83.67 	83.97 	84.30 
422 	83.70 	84.33 	84.15 
420 	83.39 	83.93 	83.96 
418 	83.23 	84.28 	83.79 
416 	83.53 	83.57 	84.19 
414 	83.33 	84.18 	84.10 
412 	83.58 	83.72 	83.73 
410 	83.31 	83.66 	84.38 
408 	82.99 	83.87 	83.87 
406 	82.75 	84.21 	83.37 
404 	82.72 	83.56 	83.75 
402 	82.84 	83.99 	84.09 
400 	83.02 	83.49 	83.72 
398 	82.98 	83.60 	83.92 
396 	82.91 	83.26 	83.45 
394 	82.84 	83.23 	83.90 
392 	82.68 	82.89 	83.64 
390 	82.44 	83.82 	83.59 
388 	82.65 	83.66 	83.92 
386 	82.16 	83.63 	83.08 
384 	82.82 	83.20 	83.55 
382 	82.75 	82.94 	83.33 
380 	83.45 	83.14 	83.20 


1650	95.23 	95.09 	95.08 
1640	95.23 	95.09 	95.10 
1630	95.23 	95.10 	95.09 
1620	95.23 	95.10 	95.10 
1610	95.23 	95.10 	95.09 
1600	95.23 	95.09 	95.10 
1590	95.22 	95.08 	95.08 
1580	95.20 	95.07 	95.06 
1570	95.20 	95.05 	95.06 
1560	95.18 	95.04 	95.03 
1550	95.15 	95.02 	95.03 
1540	95.13 	95.00 	95.00 
1530	95.13 	94.99 	94.99 
1520	95.11 	94.97 	94.96 
1510	95.09 	94.94 	94.94 
1500	95.07 	94.92 	94.93 
1490	95.04 	94.91 	94.90 
1480	95.03 	94.87 	94.87 
1470	94.99 	94.85 	94.85 
1460	94.97 	94.82 	94.82 
1450	94.93 	94.79 	94.79 
1440	94.91 	94.77 	94.75 
1430	94.88 	94.73 	94.73 
1420	94.85 	94.71 	94.71 
1410	94.82 	94.68 	94.68 
1400	94.80 	94.65 	94.65 
1390	94.77 	94.62 	94.61 
1380	94.73 	94.58 	94.58 
1370	94.67 	94.52 	94.51 
1360	94.62 	94.48 	94.47 
1350	94.59 	94.43 	94.43 
1340	94.56 	94.40 	94.39 
1330	94.51 	94.36 	94.36 
1320	94.47 	94.32 	94.32 
1310	94.43 	94.28 	94.28 
1300	94.40 	94.23 	94.24 
1290	94.35 	94.19 	94.19 
1280	94.31 	94.15 	94.14 
1270	94.26 	94.10 	94.10 
1260	94.21 	94.06 	94.05 
1250	94.16 	94.00 	94.00 
1240	94.10 	93.94 	93.94 
1230	94.05 	93.88 	93.88 
1220	93.99 	93.83 	93.84 
1210	93.93 	93.76 	93.77 
1200	93.86 	93.70 	93.70 
1190	93.78 	93.63 	93.62 
1180	93.71 	93.54 	93.55 
1170	93.63 	93.47 	93.47 
1160	93.56 	93.39 	93.40 
1150	93.49 	93.31 	93.31 
1140	93.39 	93.21 	93.24 
1130	93.29 	93.12 	93.13 
1120	93.19 	93.01 	93.02 
1110	93.08 	92.90 	92.91 
1100	92.95 	92.79 	92.79 
1090	92.83 	92.65 	92.67 
1080	92.69 	92.51 	92.52 
1070	92.54 	92.36 	92.37 
1060	92.38 	92.20 	92.21 
1050	92.20 	92.03 	92.03 
1040	92.01 	91.83 	91.84 
1030	91.80 	91.63 	91.64 
1020	91.58 	91.40 	91.42 
1010	91.34 	91.16 	91.18 
1000	91.06 	90.88 	90.91 
990	90.77 	90.59 	90.61 
980	90.44 	90.26 	90.28 
970	90.09 	89.90 	89.93 
960	89.68 	89.51 	89.52 
950	89.24 	89.06 	89.08 


